,matchId,gameDurationSeconds,championBlueTop,championBlueJG,championBlueMid,championBlueBot,championBlueSup,championRedTop,championRedJG,championRedMid,championRedBot,championRedSup,goldDifference,blueGrubCount,redGrubCount,blueDragonCount,redDragonCount,blueBaronCount,redBaronCount,blueAtakhan,redAtakhan,winner
0,NA1_5245232787,1800,126,30,39,222,89,240,163,105,202,235,-821,0,6,1,3,1,0,0,1,0
0,NA1_5245123385,914,24,246,112,51,526,68,121,23,81,43,-6770,0,6,0,1,0,0,0,0,1
0,NA1_5245031224,1632,42,887,39,134,555,24,245,238,81,99,-243,6,0,0,4,0,0,0,1,1
0,NA1_5245007043,1297,150,122,910,523,117,126,19,112,236,201,-2676,0,6,0,3,0,0,0,0,1
0,NA1_5244668779,1982,126,154,3,800,80,10,120,101,236,350,4041,6,0,2,3,1,0,1,0,0
0,NA1_5244639074,1897,6,154,82,22,161,266,106,112,236,350,-1955,3,3,2,2,1,0,0,1,0
0,NA1_5244587374,934,27,35,86,523,161,24,122,13,222,111,5833,6,0,1,1,0,0,0,0,0
0,NA1_5244544613,1973,54,62,61,119,26,126,104,112,110,12,3946,3,3,3,2,1,0,0,1,0
0,NA1_5244522440,1646,266,121,134,222,267,43,20,10,202,80,-4945,0,6,1,3,0,1,0,1,1
0,NA1_5244478800,960,24,25,555,145,57,164,163,3,81,12,-8290,2,4,0,2,0,0,0,0,1
0,NA1_5244452472,1856,126,234,4,51,526,14,120,90,133,432,-1433,1,5,0,4,0,1,1,0,1
0,NA1_5244437109,1893,31,11,84,99,267,266,64,103,2,412,-940,1,5,0,4,1,0,0,1,0
0,NA1_5244384248,1426,23,60,163,157,12,126,59,99,81,43,2596,6,0,2,1,0,0,1,0,0
0,NA1_5244369858,1604,266,876,777,29,72,86,887,238,360,111,-5634,3,3,0,3,1,0,0,1,1
0,NA1_5244362363,911,114,122,875,115,89,126,76,61,29,497,-9439,3,3,1,0,0,0,0,0,1
0,NA1_5237503428,1466,777,35,166,112,235,799,91,55,81,117,-2509,1,5,1,2,0,0,1,0,1
0,NA1_5233217548,914,266,80,799,800,16,7,131,86,18,35,3592,3,3,0,1,0,0,0,0,0
0,NA1_5233182352,2040,86,5,893,99,89,777,131,157,145,117,-1102,3,3,2,3,0,0,0,1,0
0,NA1_5233156698,1457,24,254,163,236,555,36,104,131,222,117,-1476,3,3,1,2,0,0,0,1,1
0,NA1_5233152913,916,58,154,103,81,161,6,64,112,67,117,6823,5,1,0,1,0,0,0,0,0
0,NA1_5233134360,968,266,107,131,81,117,518,245,105,498,78,4159,6,0,2,0,0,0,0,0,0
0,NA1_5233092590,2005,126,62,893,42,60,799,120,711,27,267,-529,5,1,2,3,0,1,0,1,1
0,NA1_5233082251,1787,133,120,154,145,518,39,9,131,222,235,1435,2,4,2,2,0,1,0,1,1
0,NA1_5233073916,1533,85,120,91,15,800,103,76,266,81,89,4445,5,1,1,2,0,0,1,0,0
0,NA1_5233059098,1861,157,20,893,51,267,126,421,3,110,7,1415,5,1,3,1,1,0,1,0,0
0,NA1_5232285917,927,875,143,91,18,117,67,200,517,202,223,-9030,0,6,0,1,0,0,0,0,1
0,NA1_5232241252,1656,887,56,3,222,117,92,246,800,18,60,-1243,3,3,2,2,1,0,0,1,0
0,NA1_5245048532,973,78,121,23,42,111,106,120,711,81,43,-4022,0,6,0,2,0,0,0,0,1
0,NA1_5245007464,1917,106,56,103,22,161,78,62,145,202,89,3432,6,0,3,1,1,0,0,1,0
0,NA1_5244989351,1534,266,28,799,22,117,106,36,142,81,43,3755,6,0,0,3,0,0,1,0,0
0,NA1_5244683953,2022,106,120,142,222,432,36,234,105,110,497,4760,4,2,0,4,0,2,0,1,1
0,NA1_5243784766,1716,104,59,910,29,40,106,32,39,42,12,341,3,3,2,2,0,1,0,1,1
0,NA1_5241963533,1799,24,35,61,202,432,62,102,50,67,235,1807,2,4,3,1,1,0,1,0,0
0,NA1_5241707801,1570,126,421,90,81,57,98,80,800,42,432,3210,6,0,0,3,0,0,0,1,1
0,NA1_5240982297,1647,8,143,238,119,117,86,68,31,22,526,-218,4,2,0,4,0,1,0,1,1
0,NA1_5240971687,913,799,30,163,110,111,106,120,142,119,555,-8860,0,6,0,1,0,0,0,0,1
0,NA1_5228298975,1755,36,104,55,29,117,516,234,800,42,526,-298,6,0,2,2,1,0,1,0,0
0,NA1_5241467361,2426,31,234,101,81,89,887,106,112,29,117,2967,6,0,4,2,0,2,1,0,1
0,NA1_5240489804,1444,39,30,126,119,117,114,234,268,81,44,5915,6,0,3,1,0,0,1,0,0
0,NA1_5240434978,1352,14,254,115,81,518,69,30,103,119,267,6288,6,0,1,2,0,0,1,0,0
0,NA1_5242986751,918,17,200,90,81,350,114,64,103,126,37,-4042,6,0,0,2,0,0,0,0,1
0,NA1_5242938311,1052,240,77,238,51,147,114,122,268,143,37,-1118,6,0,0,2,0,0,0,0,1
0,NA1_5242850818,1294,777,154,23,134,37,54,887,105,429,888,7580,6,0,2,1,0,0,1,0,0
0,NA1_5242819311,1662,122,141,55,222,518,27,80,74,221,117,-2736,0,6,0,3,0,1,0,1,1
0,NA1_5240693828,1919,85,5,166,22,147,39,59,55,110,98,501,3,0,3,2,0,1,0,1,1
0,NA1_5239341041,1424,14,62,55,15,526,875,799,268,222,432,1451,3,3,2,1,0,0,0,0,0
0,NA1_5239282159,1464,36,876,55,96,40,114,5,45,119,235,750,6,0,2,1,0,0,1,0,0
0,NA1_5238564985,1810,48,25,105,498,526,24,254,103,42,117,2150,3,3,1,3,0,1,0,0,0
0,NA1_5236854397,1672,126,163,131,202,12,36,35,55,901,78,2668,4,2,2,1,1,0,1,0,0
0,NA1_5236696113,1822,799,30,126,145,497,233,91,910,202,37,424,3,3,3,2,0,1,1,0,0
0,NA1_5236231529,2035,897,104,69,800,12,31,246,55,110,78,-1539,3,3,1,3,0,1,0,1,1
0,NA1_5244949984,1502,41,203,147,21,143,126,233,517,222,117,238,2,4,2,1,0,0,0,1,0
0,NA1_5244942940,1334,68,163,91,51,80,41,104,10,67,89,6583,6,0,2,1,0,0,1,0,0
0,NA1_5244054933,1442,2,234,266,221,350,41,122,69,29,117,775,5,1,2,2,0,0,0,1,1
0,NA1_5243361385,1770,41,60,246,800,117,75,20,84,222,235,627,2,4,2,2,0,0,1,0,0
0,NA1_5243026096,1573,62,203,8,81,43,41,122,4,15,37,-1168,5,1,3,1,0,0,0,1,1
0,NA1_5242848507,1265,41,64,157,99,526,142,421,90,800,412,6312,0,6,2,0,0,0,0,0,0
0,NA1_5242820697,1944,41,9,246,236,74,58,80,517,221,267,3449,1,5,0,4,0,1,0,1,1
0,NA1_5242727892,1864,41,17,103,22,89,266,30,517,222,432,618,2,4,3,2,1,0,1,0,0
0,NA1_5242701364,1894,48,141,69,202,37,41,104,3,23,117,70,6,0,0,5,1,0,0,1,1
0,NA1_5242268998,2260,41,17,4,555,12,21,62,131,27,267,-1758,1,5,0,5,1,1,1,0,1
0,NA1_5242168499,1681,41,76,134,42,111,150,876,163,18,60,-1501,3,3,2,1,0,1,0,1,1
0,NA1_5242141579,1516,41,104,517,910,40,14,76,166,22,50,2698,5,1,3,0,0,0,0,1,0
0,NA1_5241818890,1775,41,56,55,51,78,154,106,711,15,60,5122,5,1,3,1,1,0,0,1,0
0,NA1_5240798826,990,126,233,7,51,147,41,59,127,236,267,-1472,2,4,1,0,0,0,0,0,1
0,NA1_5240368400,1099,92,80,163,145,60,799,20,131,222,412,-4418,4,2,0,2,0,0,0,0,1
0,NA1_5240347825,1811,711,200,45,42,78,799,246,268,202,40,188,5,1,0,4,0,1,0,1,1
0,NA1_5239632366,2436,79,876,91,523,16,59,56,105,800,44,140,3,3,3,3,2,0,0,1,0
0,NA1_5238405831,1130,799,163,112,21,147,54,887,221,360,32,4490,3,3,0,2,0,0,0,0,0
0,NA1_5238388788,1752,114,120,15,79,147,126,254,31,221,37,3420,4,2,2,2,0,1,0,1,1
0,NA1_5238345630,1406,31,120,13,42,40,92,131,268,360,12,-133,1,5,1,2,0,0,1,0,0
0,NA1_5238336522,1837,31,799,103,800,50,79,203,38,202,432,-3450,6,0,1,3,0,1,0,1,1
0,NA1_5238327643,1954,122,163,799,147,518,85,62,7,800,432,2692,6,0,2,2,0,1,0,1,0
0,NA1_5238318236,2169,126,68,166,800,555,79,141,51,30,526,-1395,3,3,1,4,1,0,0,1,1
0,NA1_5238312915,1651,51,107,4,800,555,79,62,166,22,26,6806,3,3,3,0,0,0,1,0,0
0,NA1_5237826324,2248,126,876,238,81,201,79,120,245,21,111,-4120,3,3,2,2,0,2,0,1,1
0,NA1_5237786101,1602,897,799,8,96,117,62,245,800,429,44,2991,6,0,0,3,1,0,1,0,0
0,NA1_5237770356,1910,43,517,777,22,147,421,143,86,145,26,2747,3,3,3,1,1,0,1,0,1
0,NA1_5237673593,1631,164,163,68,145,111,79,203,131,202,43,-1166,0,6,3,0,0,0,1,0,0
0,NA1_5237218056,1531,39,104,55,27,78,17,20,134,222,412,-1654,1,5,3,1,0,0,1,0,0
0,NA1_5237203181,2046,58,76,517,145,80,516,121,245,81,79,-5,4,2,3,1,0,1,1,0,0
0,NA1_5237185985,1039,3,200,517,42,432,92,131,901,800,78,-5703,5,1,1,2,0,0,0,0,1
0,NA1_5245350806,1591,14,35,105,523,412,74,104,101,119,89,-4569,1,5,0,3,0,0,0,1,1
0,NA1_5241467088,1471,126,106,799,895,235,223,131,711,29,43,121,4,2,1,2,0,0,1,0,1
0,NA1_5241454841,1825,799,238,268,31,235,36,876,91,42,412,2720,6,0,2,2,1,0,1,0,0
0,NA1_5241434519,1924,126,33,147,145,526,897,143,50,81,12,-6927,4,2,1,4,0,1,0,1,1
0,NA1_5241010806,1776,887,121,517,81,43,51,91,3,31,902,311,4,2,1,3,0,1,0,1,1
0,NA1_5240995186,918,126,107,245,22,235,69,234,31,360,117,5192,3,3,2,0,0,0,0,0,0
0,NA1_5240953123,2318,79,254,23,910,12,8,245,238,360,497,-2924,3,3,3,2,1,0,0,1,0
0,NA1_5240217793,950,777,113,800,145,432,51,64,163,81,526,2672,2,4,1,1,0,0,0,0,0
0,NA1_5240203969,1677,875,64,51,800,201,154,254,268,145,555,1005,5,1,0,4,0,1,0,1,1
0,NA1_5239558910,1597,164,64,43,81,12,98,876,112,360,111,12,2,4,2,1,0,0,0,0,1
0,NA1_5239019565,1563,126,887,51,42,99,78,131,81,222,43,534,6,0,0,4,0,1,0,1,1
0,NA1_5239006418,1824,799,35,61,22,235,41,107,711,202,99,4457,5,1,1,3,1,0,1,0,0
0,NA1_5238960014,1886,36,104,43,22,12,114,238,134,110,235,-912,6,0,3,1,0,1,0,1,0
0,NA1_5238680073,920,41,9,55,42,43,266,28,3,29,235,7939,6,0,1,0,0,0,0,0,0
0,NA1_5238509959,1781,98,121,126,115,53,92,245,42,145,57,2743,4,2,1,3,1,0,1,0,0
0,NA1_5238489567,1208,875,9,103,42,235,31,141,38,81,37,-1167,6,0,0,2,0,0,0,0,1
0,NA1_5238396900,2035,164,5,163,22,526,78,234,13,202,235,-1147,6,0,1,4,0,1,0,1,1
0,NA1_5238382243,1611,799,91,84,81,57,103,80,86,22,235,-771,3,3,2,1,0,0,0,0,1
0,NA1_5238366786,1851,897,5,91,26,40,6,60,103,22,235,-687,6,0,0,4,0,1,0,1,1
0,NA1_5238353533,1077,150,120,3,222,117,86,143,31,523,412,-1049,2,4,0,2,0,0,0,0,1
0,NA1_5238346390,1735,31,427,7,81,43,39,121,38,42,235,508,3,3,3,1,0,1,1,0,1
0,NA1_5238337416,1903,24,59,517,34,117,8,254,163,800,235,-1486,3,3,2,2,1,0,1,0,0
0,NA1_5237812957,1956,799,887,134,81,432,41,9,91,42,57,350,3,3,3,1,0,1,1,0,1
0,NA1_5237733810,1838,799,11,69,800,43,122,245,126,29,555,-2849,3,3,0,4,0,1,0,1,1
0,NA1_5237724577,1647,92,245,166,69,235,23,131,157,110,117,-1320,3,3,0,4,0,1,0,1,1
0,NA1_5237457085,2030,164,427,893,523,526,122,56,61,96,235,1910,6,0,0,5,1,0,0,1,0
0,NA1_5238419087,1105,157,80,112,222,117,799,246,69,45,111,6572,4,2,0,1,0,0,0,0,0
0,NA1_5237239032,1287,114,91,61,893,57,164,80,69,221,412,4983,6,0,2,0,0,0,0,1,0
0,NA1_5236688931,2091,114,9,246,222,111,150,143,134,202,267,767,6,0,2,3,1,0,0,1,1
0,NA1_5235713692,1734,67,33,157,161,111,799,254,68,112,43,-1634,4,2,2,2,1,0,0,1,0
0,NA1_5234570437,1733,58,104,131,202,142,246,234,84,800,235,-305,6,0,1,3,0,1,0,1,1
0,NA1_5234302042,2143,85,25,23,81,43,240,77,163,67,117,2215,3,3,4,1,2,0,1,0,0
0,NA1_5233797489,1595,133,245,126,157,497,164,32,25,18,50,6330,5,1,2,2,1,0,1,0,0
0,NA1_5233674373,1779,27,254,246,202,12,126,141,91,81,43,-1140,4,2,0,3,0,0,0,1,1
0,NA1_5233328560,1543,67,106,268,29,44,86,36,246,96,117,-2503,3,3,0,3,0,0,1,0,1
0,NA1_5233312193,1423,86,104,517,202,57,106,35,246,29,80,-2905,1,2,0,3,0,0,0,1,1
0,NA1_5229971923,1896,98,427,61,29,37,122,19,112,895,235,-1650,3,3,0,5,0,1,0,1,1
0,NA1_5229964424,911,122,131,13,145,412,19,59,61,887,235,-8284,2,4,0,1,0,0,0,0,1
0,NA1_5229942649,1480,799,131,950,18,412,777,421,38,81,12,4174,6,0,3,0,0,0,1,0,0
0,NA1_5229935371,1971,893,104,777,800,57,3,143,950,236,518,-6419,1,5,0,4,0,1,1,0,1
0,NA1_5229931946,879,240,876,166,21,902,92,131,99,42,267,-9986,0,6,0,1,0,0,0,0,1
0,NA1_5229456041,910,24,234,711,222,43,86,876,19,360,40,10869,6,0,1,0,0,0,0,0,0
0,NA1_5229256734,1939,24,200,80,143,235,85,72,777,222,57,-465,6,0,1,4,0,1,0,1,1
0,NA1_5229252090,1572,141,421,55,81,43,24,67,131,51,800,-409,1,5,3,1,0,0,1,0,0
0,NA1_5229242613,1541,266,72,85,81,888,68,59,142,67,117,-3858,3,3,0,4,0,0,0,1,1
0,NA1_5237274118,2361,799,141,112,119,111,126,104,1,81,497,3883,6,0,4,2,1,1,1,0,1
0,NA1_5235354306,1997,2,62,101,202,78,86,59,4,18,201,-1355,2,4,3,2,1,0,1,0,1
0,NA1_5234124876,1692,110,5,39,22,902,221,60,126,31,350,3094,3,3,3,1,0,0,1,0,0
0,NA1_5231765247,1877,126,5,166,99,40,54,246,103,42,526,-141,6,0,0,4,0,1,0,1,1
0,NA1_5229026618,927,799,200,893,110,40,13,76,166,81,526,-5290,3,3,0,1,0,0,0,0,1
0,NA1_5228919403,1458,126,77,7,222,223,68,234,103,18,526,3210,6,0,0,3,0,0,0,1,1
0,NA1_5227614478,2099,34,62,800,221,555,516,203,3,51,518,-399,5,1,1,4,0,1,0,0,1
0,NA1_5227580679,1614,897,163,246,222,223,777,131,166,236,432,2286,3,3,3,0,1,0,1,0,0
0,NA1_5244999589,1741,164,234,517,42,526,875,77,86,81,412,1989,5,1,2,2,1,0,1,0,0
0,NA1_5244908934,970,142,120,50,110,111,79,234,103,81,235,11558,6,0,1,0,0,0,0,0,0
0,NA1_5244867694,1640,84,80,112,96,902,799,131,18,42,526,-527,3,3,2,1,0,0,1,0,0
0,NA1_5244670049,1424,799,77,800,222,497,86,200,112,99,117,74,3,3,1,2,0,0,0,1,1
0,NA1_5243959917,1773,8,238,45,18,526,777,44,10,81,78,3023,3,3,1,3,1,0,0,1,0
0,NA1_5241088891,1417,17,30,238,22,902,154,122,84,81,43,-3959,1,5,0,2,0,0,0,1,1
0,NA1_5241040168,1144,266,5,84,119,43,67,106,163,42,800,4442,3,3,1,1,0,0,0,0,0
0,NA1_5241018884,1839,19,5,131,145,526,154,81,893,42,99,-3102,6,0,2,2,0,1,0,1,1
0,NA1_5240996787,1721,41,25,134,222,111,17,254,18,99,89,5206,5,1,3,0,1,0,1,0,0
0,NA1_5240975529,1189,86,104,101,202,43,897,62,61,81,57,4076,6,0,1,1,0,0,0,0,0
0,NA1_5240965873,913,233,421,69,81,43,893,238,777,800,57,9234,6,0,2,0,0,0,0,0,0
0,NA1_5240952084,1224,106,107,777,22,902,897,245,91,96,117,-6230,3,3,0,2,0,0,0,0,1
0,NA1_5240931604,1459,266,104,31,110,223,777,106,79,222,526,2171,6,0,0,3,0,0,0,1,1
0,NA1_5240796019,2078,31,245,103,202,526,223,64,517,81,14,-1043,0,6,1,3,0,1,0,1,1
0,NA1_5240791834,1749,223,121,154,22,12,43,104,55,81,78,412,5,1,2,2,0,0,1,0,0
0,NA1_5240783127,1506,92,887,950,22,117,86,234,112,42,526,-4429,3,3,1,3,0,0,0,1,1
0,NA1_5240775802,1513,875,163,246,360,555,133,20,61,110,89,1695,6,0,1,2,0,0,0,0,1
0,NA1_5240762674,1244,75,203,34,110,147,266,5,143,42,412,-5617,2,4,0,3,0,0,0,0,1
0,NA1_5240752579,1236,126,80,901,147,412,777,121,68,110,267,-7266,3,3,0,2,0,0,0,0,1
0,NA1_5240743769,1219,59,35,18,143,43,893,64,901,51,111,3583,5,1,1,1,0,0,0,0,0
0,NA1_5240722390,2235,950,62,7,119,43,42,72,68,110,99,3472,6,0,3,1,2,0,1,0,0
0,NA1_5240700522,1709,24,234,3,143,235,86,245,39,202,526,4575,6,0,4,0,1,0,1,0,0
0,NA1_5244635535,1810,150,104,103,222,117,164,254,246,202,518,-634,2,4,2,2,0,1,0,1,1
0,NA1_5244590411,1971,6,64,13,236,350,799,62,31,110,89,-1820,0,6,3,1,0,1,0,1,1
0,NA1_5244513549,2018,799,203,711,221,43,79,246,800,51,497,1896,2,1,2,3,1,0,1,0,0
0,NA1_5244398830,1357,799,163,42,110,20,164,59,103,29,143,4250,6,0,1,2,0,0,1,0,0
0,NA1_5244378227,911,106,234,777,134,526,2,107,910,202,72,5518,6,0,1,1,0,0,0,0,0
0,NA1_5244337982,2170,164,121,127,51,117,27,91,103,360,43,1431,3,3,4,2,1,0,0,1,0
0,NA1_5244324384,913,164,143,42,800,43,75,122,777,222,147,8232,0,6,1,1,0,0,0,0,0
0,NA1_5244315900,1608,164,59,120,147,103,39,122,134,81,40,-4732,1,5,0,4,1,0,0,1,1
0,NA1_5244304743,1886,887,120,238,22,16,799,32,163,145,526,1566,6,0,3,2,0,1,1,0,0
0,NA1_5242691603,2469,516,91,112,222,26,24,141,910,800,526,1474,6,0,3,3,2,0,0,0,1
0,NA1_5242675134,1683,58,122,8,42,235,24,106,3,81,267,875,4,2,0,4,0,0,0,1,1
0,NA1_5242643147,1679,887,122,134,145,111,86,80,61,81,267,20,3,3,1,3,0,1,0,1,1
0,NA1_5242629039,1716,897,107,31,81,43,887,238,20,236,267,4738,6,0,4,0,1,0,1,0,0
0,NA1_5242612426,1678,24,33,91,51,267,516,64,34,81,235,2108,5,1,2,1,1,0,0,1,0
0,NA1_5245424032,1483,240,122,901,134,40,74,254,131,21,526,169,6,0,1,3,0,0,0,1,0
0,NA1_5245403981,1661,92,245,777,22,432,34,234,517,81,40,-3127,0,6,1,3,0,1,0,1,1
0,NA1_5245129507,1426,516,33,134,221,350,266,887,3,145,32,-1524,3,3,2,1,0,0,1,0,0
0,NA1_5245115142,1645,150,104,74,800,12,98,106,112,147,267,3848,4,2,3,0,1,0,1,0,0
0,NA1_5245083586,1877,10,33,34,51,412,42,30,134,202,89,-3299,6,0,2,3,1,0,1,0,0
0,NA1_5244785794,1611,36,104,3,523,412,77,59,85,143,518,-5759,0,6,0,3,0,0,0,1,1
0,NA1_5240925045,1465,799,107,112,18,555,106,5,91,800,12,1564,3,3,2,1,0,0,1,0,0
0,NA1_5240907531,1673,238,56,20,800,412,31,72,112,22,555,1028,6,0,1,2,0,0,1,0,0
0,NA1_5243030347,2389,518,64,126,42,517,67,60,163,119,111,5577,6,0,3,3,0,2,1,0,0
0,NA1_5242991048,917,58,2,7,222,412,122,106,910,42,555,-6505,4,2,1,1,0,0,0,0,1
0,NA1_5240093247,2439,72,121,893,42,111,31,876,18,901,40,-1329,4,2,4,2,2,0,1,0,0
0,NA1_5240043970,1382,58,245,1,51,201,799,91,134,21,526,901,6,0,0,3,0,0,0,0,1
0,NA1_5240015996,1410,24,30,777,222,497,14,245,13,22,235,-1371,3,3,0,3,0,0,1,0,1
0,NA1_5239814167,1947,266,64,84,523,267,799,28,103,81,53,-127,4,2,2,3,1,0,0,1,0
0,NA1_5239730984,1986,2,63,103,29,53,86,234,112,110,161,-2017,6,0,0,5,0,1,0,1,1
0,NA1_5239693852,1556,14,121,893,901,412,86,28,57,222,888,-1067,6,0,1,3,0,0,0,1,1
0,NA1_5238775686,1677,126,245,238,42,432,133,68,246,22,40,5738,5,1,3,1,1,0,1,0,0
0,NA1_5238727661,1511,266,9,777,21,526,114,11,134,222,26,-2674,6,0,1,2,0,0,0,0,1
0,NA1_5238580184,920,23,163,246,42,43,98,121,131,360,432,5115,6,0,0,1,0,0,0,0,0
0,NA1_5238525633,2579,31,143,166,42,117,8,104,142,800,267,98,1,5,4,2,2,0,0,1,1
0,NA1_5238486847,2203,164,203,61,147,80,82,76,777,42,555,670,6,0,2,3,1,0,0,1,0
0,NA1_5238465532,1539,41,62,517,42,43,157,80,61,115,526,3318,6,0,1,2,0,0,1,0,0
0,NA1_5238430138,2753,122,33,31,99,555,157,80,7,42,497,660,1,5,3,3,1,1,1,0,0
0,NA1_5237899897,1788,799,234,3,42,267,122,64,103,202,43,541,3,3,4,0,1,0,0,1,0
0,NA1_5237867209,1712,799,106,238,21,37,82,104,84,110,201,319,6,0,0,4,0,1,0,1,1
0,NA1_5237843998,2259,122,11,10,800,235,24,106,268,21,910,-4923,0,6,2,4,0,2,0,1,1
0,NA1_5237830878,1328,516,234,268,21,40,887,91,800,51,89,1316,2,4,1,1,0,0,1,0,0
0,NA1_5236162552,2854,39,254,134,110,161,27,63,86,42,111,3088,4,2,3,4,0,3,1,0,1
0,NA1_5236107930,1464,150,30,799,901,497,58,203,134,42,147,-959,4,2,0,3,0,0,0,1,1
0,NA1_5244534150,1978,126,154,910,498,43,77,122,134,147,526,4170,0,6,3,2,0,2,1,0,0
0,NA1_5243845082,1626,799,154,103,110,164,82,83,45,42,37,3415,6,0,3,0,0,0,1,0,0
0,NA1_5239521824,1472,164,131,19,29,43,77,104,134,63,267,2224,6,0,2,1,0,0,1,0,0
0,NA1_5237131819,1141,79,203,69,518,147,114,91,115,950,432,2119,5,1,1,1,0,0,0,0,0
0,NA1_5235844949,1204,154,80,427,110,555,98,121,112,22,902,-5026,0,6,0,2,0,0,0,0,1
0,NA1_5235839898,918,14,887,893,110,43,98,131,134,523,117,2433,6,0,1,0,0,0,0,0,0
0,NA1_5235832758,1567,31,113,23,145,111,114,254,13,222,16,1807,1,5,3,1,0,0,0,1,0
0,NA1_5235824353,1674,897,107,13,202,40,79,64,23,81,78,1123,0,6,2,2,1,0,1,0,0
0,NA1_5235821054,1124,887,233,31,18,526,86,11,84,67,350,7303,6,0,1,1,0,0,0,0,0
0,NA1_5235811351,1421,799,427,268,22,12,36,246,166,81,43,-1765,3,3,2,1,0,0,1,0,0
0,NA1_5235809932,1131,83,110,84,800,267,27,5,268,103,111,2694,3,3,0,2,0,0,0,0,0
0,NA1_5235800930,1251,799,64,131,498,432,24,234,268,31,235,4471,6,0,3,0,0,0,0,0,0
0,NA1_5235668555,1659,74,427,157,119,412,266,80,136,51,43,5322,3,0,2,0,1,0,1,0,0
0,NA1_5235119010,1557,8,80,893,81,37,266,421,103,143,60,-6524,3,3,0,3,0,0,0,1,1
0,NA1_5235110432,2093,8,5,69,29,235,23,799,127,800,201,-2814,4,2,2,3,0,1,0,1,1
0,NA1_5235098728,925,122,421,4,22,142,84,20,157,360,40,6852,6,0,1,1,0,0,0,0,0
0,NA1_5235083113,1938,79,121,157,236,37,85,427,126,145,412,-423,6,0,3,2,1,0,1,0,0
0,NA1_5235071241,1989,518,35,84,236,37,14,76,91,110,555,512,5,1,2,2,1,0,1,0,0
0,NA1_5235011514,1551,54,59,103,498,16,122,421,10,81,53,356,0,6,2,1,0,0,1,0,0
0,NA1_5234971398,2552,14,64,163,22,12,92,30,3,51,201,2010,3,3,4,2,2,0,0,1,0
0,NA1_5234933925,1942,14,62,112,236,37,36,234,103,81,43,3446,3,3,4,1,1,0,1,0,0
0,NA1_5234762726,2062,157,104,3,42,40,897,60,777,81,99,-1610,1,5,2,3,2,0,0,1,0
0,NA1_5234744210,1334,3,104,84,901,235,516,60,42,222,16,3948,1,5,3,0,0,0,1,0,0
0,NA1_5234717692,1870,6,59,268,103,235,86,81,8,96,201,-1115,5,1,3,1,0,1,0,1,1
0,NA1_5234692199,2155,106,77,110,42,16,777,59,893,222,800,2391,5,1,2,3,0,1,1,0,0
0,NA1_5234672118,1544,875,72,799,523,37,68,200,238,29,43,-1583,4,2,1,2,0,0,1,0,1
0,NA1_5234427685,1597,51,122,799,67,40,24,234,3,777,80,1487,6,0,1,2,0,0,1,0,0
0,NA1_5234417533,1708,164,64,142,21,35,83,154,134,222,412,-2702,4,2,1,3,0,1,0,1,1
0,NA1_5234407590,1580,799,122,157,910,40,62,154,58,18,267,2637,6,0,2,2,1,0,1,0,0
0,NA1_5234397226,1658,80,234,800,51,432,238,121,84,29,117,1835,6,0,2,2,1,0,1,0,0
0,NA1_5234269332,1527,98,163,893,498,34,897,77,157,222,235,432,6,0,2,2,0,0,1,0,0
0,NA1_5245548148,1182,92,141,85,42,78,114,107,163,202,16,5357,6,0,1,0,0,0,0,0,0
0,NA1_5245128842,1841,122,79,103,81,40,875,78,517,910,497,-1015,3,3,1,3,1,0,1,0,0
0,NA1_5245078720,1776,23,421,518,21,111,777,234,13,147,412,3240,6,0,1,3,0,1,0,1,1
0,NA1_5245068076,1805,92,59,13,222,555,23,104,777,69,111,1798,3,3,1,3,1,0,1,0,0
0,NA1_5245051500,1902,75,104,893,22,143,777,35,246,110,43,-515,2,4,1,3,0,1,0,1,1
0,NA1_5245039421,1738,86,80,268,81,412,777,122,25,42,43,867,6,0,0,4,0,1,0,1,1
0,NA1_5244984372,1591,777,104,112,236,50,23,120,145,42,350,-363,0,6,3,0,1,0,1,0,0
0,NA1_5244978448,1739,84,121,23,119,89,777,234,145,30,50,-2701,6,0,0,4,0,1,0,1,1
0,NA1_5244685735,1707,14,80,31,145,117,92,104,13,99,267,-632,5,1,1,3,0,1,1,0,1
0,NA1_5244359094,1992,777,5,134,18,37,24,68,161,22,62,6058,6,0,3,2,0,1,1,0,0
0,NA1_5243671716,1501,122,246,103,145,117,75,91,34,81,412,-3807,2,4,0,3,0,0,0,1,1
0,NA1_5243593447,1174,777,200,517,145,37,114,5,163,81,111,1616,5,1,1,1,0,0,0,0,0
0,NA1_5243575965,1419,777,24,101,22,43,86,122,131,221,111,2068,3,3,2,1,0,0,1,0,0
0,NA1_5243391056,2046,24,154,38,910,53,92,122,51,143,12,-651,4,2,2,3,0,2,0,1,1
0,NA1_5245422867,1601,517,120,26,81,117,8,121,84,222,4,3279,6,0,2,1,0,0,1,0,0
0,NA1_5245390314,1859,131,62,1,81,201,54,121,163,51,412,-2713,4,2,1,3,0,1,0,0,1
0,NA1_5245362962,2047,777,234,4,523,111,58,35,55,96,117,-641,0,6,0,3,0,1,0,1,0
0,NA1_5245256660,926,126,254,142,110,57,266,35,85,29,117,-2572,1,5,1,1,0,0,0,0,1
0,NA1_5245212784,3347,122,121,1,134,43,150,30,4,81,78,583,0,6,4,5,1,2,0,1,1
0,NA1_5243684908,1573,897,56,134,202,111,122,35,84,110,235,-794,0,6,1,2,0,0,0,1,1
