,matchId,gameDurationSeconds,championBlueTop,championBlueJG,championBlueMid,championBlueBot,championBlueSup,championRedTop,championRedJG,championRedMid,championRedBot,championRedSup,goldDifference,blueGrubCount,redGrubCount,blueDragonCount,redDragonCount,blueBaronCount,redBaronCount,blueAtakhan,redAtakhan,winner
0,NA1_5242178677,1437,6,64,126,110,888,266,254,31,222,201,-729,2,4,1,3,0,0,0,1,1
0,NA1_5241910659,1809,41,876,711,202,43,10,106,67,42,526,-2900,3,3,0,4,1,0,0,1,1
0,NA1_5241896512,1488,27,106,166,202,201,164,203,893,21,111,-3918,6,0,0,3,0,0,0,1,1
0,NA1_5241251868,1609,126,141,134,92,350,164,106,910,222,78,-3151,3,3,0,4,0,0,0,1,1
0,NA1_5241210985,950,56,234,517,145,350,777,106,112,81,43,-6181,3,3,0,2,0,0,0,0,1
0,NA1_5241099123,1780,126,106,61,22,44,92,163,236,202,526,52,6,0,2,2,1,0,1,0,0
0,NA1_5241059102,1449,799,56,268,81,432,86,106,103,800,235,-1174,2,4,0,3,0,0,0,1,1
0,NA1_5241039930,1577,114,106,105,157,267,24,245,799,42,80,-585,5,1,1,2,0,0,1,0,0
0,NA1_5240996452,1637,27,2,800,498,497,86,254,517,67,37,-2368,3,3,2,2,1,0,0,1,1
0,NA1_5240978553,1758,114,122,711,22,201,2,76,268,110,89,-494,3,3,2,2,0,1,0,1,1
0,NA1_5240961648,1435,106,80,134,81,37,897,76,893,22,111,-4343,0,6,0,3,0,0,0,0,1
0,NA1_5240938796,1513,17,254,42,99,44,2,154,157,18,497,-910,2,4,2,1,0,0,1,0,0
0,NA1_5240780967,1558,154,143,1,42,111,518,106,34,22,412,-1215,2,4,1,2,0,0,0,1,1
0,NA1_5240768902,1359,157,106,112,22,518,64,234,893,202,35,1015,6,0,3,0,0,0,1,0,0
0,NA1_5240743141,1508,67,30,103,42,78,8,106,163,236,98,-764,5,1,2,1,0,0,1,0,0
0,NA1_5240715488,2036,106,141,55,119,40,10,76,246,110,44,1284,3,3,2,3,0,1,0,1,0
0,NA1_5240642133,1870,150,106,112,81,201,39,131,14,523,111,1939,6,0,4,1,0,1,1,0,0
0,NA1_5240621248,972,2,57,85,29,43,236,64,13,222,201,1871,5,1,0,1,0,0,0,0,0
0,NA1_5240552934,1649,27,64,112,42,518,106,5,268,429,37,6474,6,0,2,1,0,0,0,1,0
0,NA1_5240498222,1675,897,106,777,69,267,2,76,134,202,526,-1628,0,6,0,4,0,0,0,0,1
0,NA1_5240465456,911,24,120,84,81,518,92,76,777,22,43,4527,3,3,2,0,0,0,0,0,0
0,NA1_5240346085,1070,34,203,18,143,12,240,30,221,42,526,450,0,6,2,0,0,0,0,0,0
0,NA1_5240098699,1664,31,106,950,99,142,86,200,268,134,78,1341,6,0,3,0,1,0,1,0,0
0,NA1_5240066270,1499,92,33,893,523,117,106,876,950,110,43,1093,3,3,1,0,0,0,0,0,0
0,NA1_5240038372,1579,126,78,517,429,526,6,154,518,523,12,2010,6,0,0,3,0,0,0,1,1
0,NA1_5240004718,2120,81,154,85,92,235,6,120,518,800,12,-2074,4,2,3,0,1,0,1,0,0
0,NA1_5239973912,1952,39,154,68,22,43,887,76,98,523,101,408,6,0,1,3,1,0,0,1,1
0,NA1_5239929397,1369,887,154,166,18,526,114,76,131,10,78,232,5,1,1,1,0,0,1,0,0
0,NA1_5239630261,1769,106,91,112,910,235,24,64,8,15,350,855,3,3,3,1,0,0,1,0,0
0,NA1_5239191299,1505,67,56,518,145,111,236,60,777,18,117,3713,6,0,2,0,0,0,1,0,0
0,NA1_5239161332,1862,516,107,103,51,99,92,60,14,202,267,1701,0,3,3,1,1,0,0,1,0
0,NA1_5239037035,1700,51,33,115,27,111,126,60,20,222,555,-435,6,0,0,4,0,1,0,1,1
0,NA1_5239022750,1341,133,876,48,145,60,39,76,20,223,235,-1372,6,0,0,3,0,0,0,0,1
0,NA1_5238646501,1648,31,60,799,18,518,233,887,777,26,80,5570,2,4,3,0,1,0,1,0,0
0,NA1_5238614577,1412,43,254,112,145,235,2,950,31,147,16,2160,1,5,3,0,0,0,1,0,0
0,NA1_5238580086,1793,777,5,518,15,43,86,120,61,26,267,-2481,0,6,2,1,1,0,1,0,0
0,NA1_5238417517,1215,150,60,799,22,43,14,126,134,51,99,4434,5,1,1,1,0,0,0,0,0
0,NA1_5238404479,1651,887,799,777,136,526,106,246,157,67,78,2628,6,0,3,1,1,0,1,0,0
0,NA1_5238395748,1363,875,106,142,800,37,2,68,517,523,526,7403,3,3,1,2,0,0,0,0,0
0,NA1_5238129653,2036,86,106,84,222,555,117,2,127,51,89,-3378,4,2,1,3,1,0,0,1,1
0,NA1_5242108722,1647,8,122,23,222,117,61,91,54,236,267,3238,3,3,3,1,1,0,1,0,0
0,NA1_5242036811,1988,164,106,517,202,62,48,254,31,81,43,-296,3,3,3,2,1,0,0,1,0
0,NA1_5239139661,1982,17,234,799,110,26,8,163,157,81,201,-1154,4,2,3,1,1,0,1,0,0
0,NA1_5237316218,1660,27,5,800,81,43,17,104,42,523,111,-2391,3,3,2,2,0,1,0,1,1
0,NA1_5237289286,1700,86,121,893,67,518,24,254,777,145,412,3582,3,3,3,1,0,0,1,0,0
0,NA1_5237263917,1951,516,246,4,221,43,777,25,126,222,235,1496,3,3,3,2,1,0,0,1,0
0,NA1_5237246010,1483,897,20,134,42,43,150,60,799,222,412,3361,6,0,1,2,0,0,1,0,0
0,NA1_5237227670,1822,114,60,50,22,117,126,246,517,81,43,-1102,0,6,1,2,0,1,0,1,1
0,NA1_5236923456,1676,6,141,84,99,80,86,60,799,145,201,2875,4,2,2,1,1,0,1,0,0
0,NA1_5236880170,2074,122,427,126,800,267,31,517,799,119,89,-602,2,1,1,3,0,1,0,1,1
0,NA1_5236740249,961,86,72,45,67,902,24,234,85,81,80,-6470,0,6,0,2,0,0,0,0,1
0,NA1_5236712734,1629,799,60,268,18,111,86,72,126,26,267,1538,6,0,3,1,1,0,1,0,0
0,NA1_5236688951,2002,51,254,112,24,518,6,876,777,221,117,1077,3,3,3,2,1,0,1,0,0
0,NA1_5236672938,1361,777,56,163,50,147,150,91,517,222,117,1898,4,2,3,0,0,0,1,0,0
0,NA1_5236648465,1666,897,107,3,81,497,518,233,31,145,235,3272,5,1,2,1,1,0,0,1,0
0,NA1_5236231753,1412,6,246,112,895,111,86,76,777,18,117,4000,6,0,2,0,0,0,1,0,0
0,NA1_5236144127,1705,92,120,134,145,78,79,104,799,800,89,-2464,3,3,2,2,0,1,0,1,1
0,NA1_5235476301,1781,897,876,555,429,44,6,60,18,910,267,198,2,4,1,3,0,1,0,1,1
0,NA1_5235405906,1573,897,76,799,222,117,516,60,157,523,497,-783,2,3,1,2,1,0,1,0,0
0,NA1_5235379769,1655,497,245,126,81,526,19,887,18,800,267,966,3,3,4,0,1,0,1,0,0
0,NA1_5235344092,1796,517,234,106,222,22,103,246,777,81,16,2775,1,5,2,2,0,0,0,1,1
0,NA1_5234954791,1923,6,234,103,115,526,233,107,517,800,40,1896,4,2,1,3,0,1,0,1,1
0,NA1_5234881638,2010,24,246,126,800,60,92,98,166,96,117,-1540,3,0,3,1,0,1,0,1,0
0,NA1_5234842289,2107,3,11,126,134,432,799,5,26,29,117,1880,6,0,3,2,1,0,1,0,0
0,NA1_5234797941,1570,2,163,126,110,117,75,120,34,42,111,-4827,0,6,1,2,0,0,0,1,1
0,NA1_5234748592,1341,85,11,517,145,111,266,32,103,202,43,37,3,3,3,0,0,0,1,0,0
0,NA1_5234672534,1673,799,6,13,222,117,31,131,126,202,235,172,1,5,1,3,1,0,1,0,0
0,NA1_5234599121,1802,31,80,8,222,267,887,131,126,51,143,-721,6,0,1,3,1,0,0,1,1
0,NA1_5234336531,1463,68,80,893,15,800,126,76,39,145,12,-8206,3,3,0,3,0,0,0,1,1
0,NA1_5234303715,2000,126,131,799,42,79,24,76,901,21,526,918,4,2,0,4,0,1,0,1,1
0,NA1_5234247861,1571,86,76,42,99,267,516,245,777,22,902,-1859,3,3,0,3,0,0,0,1,1
0,NA1_5234202242,2162,518,163,126,22,161,79,64,4,110,117,2080,5,1,4,2,0,1,1,0,0
0,NA1_5234161480,1764,777,163,799,143,12,897,246,893,800,57,-3304,1,4,0,3,0,0,0,0,1
0,NA1_5234007805,1941,58,60,799,222,117,6,32,157,51,902,-603,0,6,0,3,0,1,0,1,1
0,NA1_5233986823,1515,799,246,268,22,902,84,876,157,222,53,7398,6,0,3,1,0,0,1,0,0
0,NA1_5233973139,923,19,246,7,429,800,24,106,799,22,117,-1752,3,3,1,0,0,0,0,0,1
0,NA1_5233947612,2163,126,245,777,22,43,39,60,131,42,526,-2150,3,3,2,2,1,1,1,0,0
0,NA1_5233934017,1484,799,24,34,81,117,42,59,126,50,37,5322,6,0,3,1,0,0,1,0,0
0,NA1_5233219913,1837,36,106,238,800,432,799,9,126,81,43,-2025,1,5,1,3,0,1,0,1,1
0,NA1_5244742893,2098,86,57,61,42,412,126,14,517,518,235,-3575,1,5,0,4,0,1,0,0,1
0,NA1_5244069785,1575,58,106,84,15,43,85,20,799,81,40,-213,0,6,1,3,0,0,0,1,1
0,NA1_5244040083,1025,893,14,27,523,117,67,20,13,81,37,-4051,2,4,0,2,0,0,0,0,1
0,NA1_5244011606,1690,24,233,84,29,34,141,20,268,119,497,538,5,1,1,3,1,0,0,1,1
0,NA1_5243434403,2000,86,2,13,50,16,126,57,157,145,111,-1037,1,5,1,4,0,1,0,1,1
0,NA1_5243401926,1419,86,14,517,18,350,126,57,112,51,518,1878,1,5,2,1,0,0,0,0,0
0,NA1_5242857700,1681,24,57,777,145,37,78,131,42,81,44,1261,4,2,1,3,0,1,0,1,1
0,NA1_5242801404,2005,126,20,13,67,80,24,163,103,18,350,1981,6,0,1,3,1,0,0,1,1
0,NA1_5242770426,1141,86,5,268,30,267,41,20,163,81,43,5007,5,1,0,2,0,0,0,0,0
0,NA1_5242242739,1567,893,122,517,15,44,6,20,61,21,111,764,5,1,0,2,0,0,1,0,0
0,NA1_5241542622,1867,24,57,134,429,235,6,421,910,119,37,-1027,3,3,2,2,1,0,1,0,0
0,NA1_5241153950,1685,6,234,268,22,34,114,20,246,42,497,269,2,4,0,4,0,1,0,1,1
0,NA1_5241078524,1172,79,20,166,81,12,86,254,268,22,902,5455,5,1,2,1,0,0,0,0,0
0,NA1_5240722694,1296,24,91,800,67,350,122,20,777,429,888,2213,0,6,2,0,0,0,0,0,0
0,NA1_5240690832,1336,84,20,42,222,117,62,77,246,29,37,2470,3,3,2,1,0,0,1,0,0
0,NA1_5240478734,1116,164,20,42,81,161,24,2,3,429,518,5998,6,0,0,2,0,0,0,0,0
0,NA1_5240419125,1944,27,20,103,110,111,86,57,142,221,201,-3478,6,0,1,4,0,1,0,1,1
0,NA1_5240377147,910,799,60,69,18,12,126,57,112,81,517,6761,3,2,0,1,0,0,0,0,0
0,NA1_5240356852,912,799,20,157,81,37,106,234,268,523,412,7855,5,1,0,1,0,0,0,0,0
0,NA1_5240334215,1440,84,234,268,222,98,107,20,18,67,37,1085,4,2,0,3,0,0,0,1,1
0,NA1_5240304322,2215,78,20,246,143,432,31,120,34,81,60,-832,3,3,3,3,1,0,1,0,0
0,NA1_5240027308,1922,799,20,157,112,40,23,234,13,42,526,2563,6,0,2,2,0,1,1,0,0
0,NA1_5239958231,1633,126,33,85,910,26,164,57,518,21,412,-336,3,3,0,3,0,1,0,1,1
0,NA1_5239920448,2397,164,57,13,18,117,799,33,777,800,432,-1298,6,0,2,4,1,1,0,1,0
0,NA1_5239888617,1533,58,104,112,92,43,164,57,131,202,432,3063,2,4,4,0,0,0,1,0,0
0,NA1_5239852532,911,39,64,13,81,103,24,20,8,202,85,-2671,4,2,0,2,0,0,0,0,1
0,NA1_5239676216,932,777,62,268,202,555,39,20,7,22,267,-9785,0,6,0,2,0,0,0,0,1
0,NA1_5239658742,1597,84,78,238,81,201,6,20,910,222,98,1753,3,0,2,1,0,0,0,0,0
0,NA1_5239298497,1390,24,203,142,81,111,79,20,39,202,161,-4866,0,6,0,3,0,0,0,1,1
0,NA1_5239133925,1679,67,68,799,22,518,24,20,23,99,432,428,5,1,1,3,0,1,0,1,1
0,NA1_5237429669,1350,157,246,711,15,16,92,20,75,26,518,-3571,4,2,0,3,0,0,0,1,1
0,NA1_5237270649,1711,517,421,799,145,111,43,57,112,498,518,4009,3,3,2,2,1,0,1,0,0
0,NA1_5236334211,1455,24,20,18,112,78,68,59,517,202,902,186,1,5,1,2,0,0,0,0,0
0,NA1_5236295701,2057,126,20,136,110,902,106,57,163,202,235,-850,0,6,1,4,1,1,0,1,1
0,NA1_5236133282,1854,24,246,893,81,43,8,20,166,22,117,1467,4,2,3,2,0,1,0,1,1
0,NA1_5236100906,1646,24,20,799,222,60,86,154,10,42,78,5507,3,3,3,0,1,0,1,0,0
0,NA1_5236069994,1407,126,234,893,202,111,39,20,157,42,518,-2095,0,6,0,3,0,0,0,1,1
0,NA1_5239985334,1429,85,246,112,145,89,92,234,518,236,44,-2984,0,6,1,2,0,0,1,0,1
0,NA1_5239454564,919,31,35,266,51,25,92,245,950,222,117,-8900,1,5,1,0,0,0,0,0,1
0,NA1_5239442834,1508,41,9,55,222,111,67,234,7,950,517,3177,6,0,2,1,0,0,0,0,0
0,NA1_5239428136,1355,164,5,517,22,63,67,80,268,29,432,-4352,4,2,2,1,0,0,0,1,1
0,NA1_5239390493,1671,67,106,61,18,555,54,246,13,81,78,1788,6,0,0,4,1,0,1,0,0
0,NA1_5239356782,1737,518,72,92,222,111,85,246,39,22,432,-2689,3,3,1,3,1,0,0,1,0
0,NA1_5239325814,1436,58,163,39,81,111,14,234,518,145,432,3384,6,0,2,1,0,0,0,0,0
0,NA1_5239285325,1683,58,57,157,202,267,68,799,163,92,526,7438,6,0,0,4,0,1,1,0,1
0,NA1_5239235970,1820,67,35,154,81,40,901,799,893,86,37,1758,5,1,4,1,1,0,1,0,0
0,NA1_5238841761,1866,92,427,85,31,235,887,33,800,81,80,-375,5,1,2,0,0,1,1,0,0
0,NA1_5238825532,1504,92,29,3,112,497,420,110,164,15,12,2930,5,1,2,2,0,0,1,0,0
0,NA1_5238802167,1610,92,28,517,236,267,24,20,246,145,412,4168,4,2,1,2,1,0,0,1,0
0,NA1_5238768513,1659,2,30,13,429,888,67,427,127,236,267,-69,4,2,2,2,1,0,1,0,0
0,NA1_5238742407,1593,164,887,126,134,432,92,33,43,222,267,-940,2,4,1,2,0,0,0,1,1
0,NA1_5238712034,1893,67,254,800,22,43,236,32,61,221,117,-593,4,2,2,2,1,0,1,0,0
0,NA1_5238662713,2852,92,876,126,22,201,897,234,517,99,267,2046,6,0,3,4,2,1,1,0,0
0,NA1_5238628473,1502,164,163,234,92,43,799,131,112,42,89,-128,3,3,0,2,0,0,0,1,1
0,NA1_5238285830,1283,80,104,246,30,12,799,143,18,145,44,697,5,1,1,2,0,0,0,1,1
0,NA1_5238270625,1726,13,11,799,42,37,6,76,3,202,235,-363,6,0,1,3,0,1,0,1,1
0,NA1_5238255260,1723,107,427,92,101,80,54,104,893,800,12,-3025,5,1,0,4,0,1,0,1,1
0,NA1_5238228822,942,24,5,268,236,37,92,76,18,42,432,-8945,0,6,0,0,0,0,0,0,1
0,NA1_5238188005,2187,150,141,111,92,235,897,5,103,221,117,-2047,0,6,2,3,0,1,0,1,1
0,NA1_5238153748,1832,799,60,18,42,412,58,80,910,145,526,-3295,0,6,0,3,0,1,0,1,1
0,NA1_5238107869,1501,6,60,517,42,40,897,76,67,145,518,-2016,0,6,0,3,0,0,0,1,1
0,NA1_5238081639,922,266,68,777,81,80,6,32,92,112,201,-4300,2,4,0,2,0,0,0,0,1
0,NA1_5238036531,1802,6,76,84,145,89,67,246,134,110,161,-6,3,3,2,2,0,1,0,1,1
0,NA1_5238005190,1569,6,76,221,202,43,67,60,555,145,526,-131,3,3,0,3,0,0,0,0,1
0,NA1_5237973307,2185,6,64,112,145,89,268,246,92,22,34,-1799,1,5,3,2,1,0,1,0,1
0,NA1_5237951296,1459,114,80,67,99,16,897,200,112,22,117,-3566,3,3,0,3,0,0,0,1,1
0,NA1_5237681441,2131,92,68,84,202,412,79,107,268,81,53,2905,6,0,2,3,0,2,1,0,1
0,NA1_5241345587,910,92,91,268,800,267,799,106,246,81,235,-6445,2,4,0,2,0,0,0,0,1
0,NA1_5241337750,1637,6,106,517,157,497,126,131,18,134,555,-143,4,2,4,0,0,0,0,0,0
0,NA1_5241323096,1717,799,200,131,18,432,126,30,14,51,412,-942,5,1,1,3,0,1,0,1,1
0,NA1_5241294732,1942,86,24,166,202,134,92,64,43,81,57,-985,0,6,1,2,0,1,0,0,1
0,NA1_5241275450,1611,887,64,112,92,235,6,80,31,22,147,-5229,0,6,2,1,0,1,0,1,1
0,NA1_5241226253,1335,799,33,163,96,350,86,200,131,145,111,-4740,3,3,0,2,0,0,0,1,1
0,NA1_5241182925,1934,36,76,126,92,111,6,122,893,42,201,-1087,3,3,2,3,0,1,1,0,1
0,NA1_5241138111,989,126,122,112,800,89,81,80,13,92,40,3822,6,0,2,0,0,0,0,0,0
0,NA1_5240766740,1238,92,113,4,29,267,41,154,555,18,117,-5833,5,1,0,3,0,0,0,0,1
0,NA1_5240748961,1131,103,64,3,110,201,92,107,134,21,89,-3298,3,3,0,1,0,0,0,0,1
0,NA1_5240715985,2475,92,9,517,42,111,126,120,22,134,12,5060,5,1,3,2,1,1,0,1,0
0,NA1_5240690727,1753,85,80,777,134,12,67,77,142,42,78,5144,5,1,3,0,1,0,0,0,0
0,NA1_5240656705,1715,92,141,64,112,412,799,131,517,18,117,41,3,3,2,2,1,0,1,0,0
0,NA1_5240616850,2416,777,799,268,22,34,92,234,127,81,526,-1859,5,1,0,5,1,1,1,0,1
0,NA1_5240086654,1768,799,9,126,910,432,62,113,84,67,267,311,4,2,1,2,0,0,1,0,0
0,NA1_5237050591,1683,518,62,86,901,80,67,107,517,81,432,-1062,6,0,0,4,0,1,0,1,1
0,NA1_5237026250,1627,126,76,67,114,235,799,14,166,145,89,-3771,3,3,1,2,0,0,0,1,0
0,NA1_5237000800,1856,126,121,67,99,43,429,254,61,202,432,-93,1,5,2,2,0,1,0,1,1
0,NA1_5236983225,930,92,62,163,81,89,24,246,61,800,111,3654,5,1,1,1,0,0,0,0,0
0,NA1_5236964405,915,86,254,893,134,80,799,60,126,202,89,5803,5,1,1,0,0,0,0,0,0
0,NA1_5236931393,1234,887,62,67,81,43,92,59,3,523,117,1160,6,0,1,2,0,0,0,0,0
0,NA1_5236895508,1728,92,234,54,119,117,67,246,13,110,518,-2095,0,6,0,4,0,1,1,0,1
0,NA1_5235709045,1994,92,876,777,800,117,79,143,126,202,60,-4191,0,6,2,3,0,0,1,0,0
0,NA1_5233624404,1423,92,246,101,42,26,86,91,34,110,60,1267,3,3,2,1,0,0,0,0,0
0,NA1_5233579941,2051,92,104,3,96,350,897,33,221,42,68,-94,0,6,2,3,1,0,1,0,0
0,NA1_5233540530,1153,268,78,163,42,350,67,246,61,221,117,319,1,5,0,2,0,0,0,0,1
0,NA1_5233482581,1815,6,80,268,202,60,266,25,166,81,201,711,5,1,2,2,1,0,1,0,0
0,NA1_5229648468,1677,145,20,246,799,98,126,9,58,26,235,1902,3,3,3,1,1,0,1,0,0
0,NA1_5224738854,1695,92,64,134,110,800,126,200,115,429,111,2304,2,4,2,1,1,0,1,0,0
0,NA1_5224663404,2484,86,106,893,92,117,518,80,777,50,26,495,3,3,3,3,0,2,0,1,0
0,NA1_5224632058,1310,58,28,711,119,16,86,131,268,92,201,1474,3,3,0,3,0,0,0,1,1
0,NA1_5223808666,1841,50,62,134,110,526,517,35,893,92,142,-1098,5,1,1,3,0,1,1,0,1
0,NA1_5223789426,1334,24,28,799,110,78,50,234,64,145,57,-3229,1,5,0,2,0,0,0,1,1
0,NA1_5223764393,1636,24,62,134,222,117,86,72,112,92,16,-339,6,0,1,3,0,1,0,1,1
0,NA1_5223738273,1736,67,62,134,81,526,86,254,910,42,142,677,6,0,1,3,1,0,1,0,0
0,NA1_5223720948,1162,78,245,517,92,235,58,102,91,222,432,-6547,3,3,1,2,0,0,0,0,1
0,NA1_5223704885,1529,235,11,50,429,92,24,32,163,119,111,2736,6,0,2,2,0,0,1,0,0
0,NA1_5241254919,1176,6,64,268,81,267,68,203,777,221,31,-4803,3,3,0,3,0,0,0,0,1
0,NA1_5241230298,1389,6,76,246,81,555,41,234,112,145,60,-4059,5,1,0,3,0,0,0,1,1
0,NA1_5241174650,2183,150,876,67,221,350,41,64,31,202,37,-163,3,3,1,4,0,2,0,1,1
0,NA1_5241146916,1794,56,104,157,112,26,24,234,27,895,113,1823,3,3,2,2,1,0,0,1,0
0,NA1_5239806341,1625,58,203,4,222,117,897,876,517,21,43,-803,0,6,3,1,0,1,0,1,1
0,NA1_5239778731,1732,24,57,42,81,526,86,143,39,222,89,6175,6,0,3,0,1,0,0,1,0
0,NA1_5237312576,1465,6,203,517,21,518,50,9,516,81,43,-591,5,1,3,0,0,0,1,0,0
0,NA1_5237252912,1633,31,163,91,67,518,68,80,112,42,111,-5625,1,5,0,3,0,1,1,0,1
0,NA1_5236250726,1452,92,107,517,22,111,24,254,134,119,267,4257,3,3,2,1,0,0,1,0,0
0,NA1_5234099002,1682,86,64,13,67,37,164,154,50,221,117,547,6,0,0,3,0,0,0,1,1
0,NA1_5234064229,1974,14,131,268,81,40,68,233,18,29,235,-1236,5,1,1,4,0,1,1,0,1
0,NA1_5234040698,988,24,234,268,81,412,68,9,157,221,12,-4147,0,6,0,2,0,0,0,0,1
0,NA1_5234019791,1432,897,20,517,42,111,86,104,103,99,201,-1450,4,2,0,3,0,0,0,1,1
0,NA1_5233993527,1934,24,234,245,22,201,517,254,3,21,267,-1225,6,0,1,3,0,1,1,0,1
0,NA1_5228986434,2254,8,131,64,67,117,50,887,126,81,235,1482,3,3,2,4,0,2,0,1,1
0,NA1_5228943764,1858,50,131,799,22,16,6,91,20,67,117,2111,6,0,1,3,1,0,0,1,0
0,NA1_5228893903,2462,126,163,42,910,526,6,91,50,202,267,1372,3,3,2,4,2,0,1,0,1
0,NA1_5228867050,1614,50,62,110,711,555,69,163,18,92,117,-6409,1,5,0,4,0,1,0,1,1
0,NA1_5228838817,1585,6,5,50,119,111,23,80,77,15,117,2181,6,0,2,2,0,0,0,1,0
0,NA1_5228730683,1983,126,30,157,221,117,23,106,103,145,526,5713,3,3,2,2,1,0,0,1,1
0,NA1_5228711408,1719,19,106,268,901,43,157,254,7,81,89,-1801,3,3,0,3,1,0,1,0,0
0,NA1_5228428410,1632,110,64,3,42,16,19,56,61,81,267,2804,6,0,3,0,1,0,1,0,0
0,NA1_5228390668,1890,19,234,517,81,80,133,254,777,800,497,1200,3,3,4,1,1,0,1,0,0
0,NA1_5228349045,1440,19,106,517,18,12,67,77,43,81,80,1534,3,3,3,0,0,0,1,0,0
0,NA1_5228312310,1600,6,76,126,112,43,50,33,240,110,111,-6417,2,4,1,1,0,0,1,0,1
0,NA1_5228281049,1095,19,143,20,42,80,67,131,157,236,267,-119,0,6,2,0,0,0,0,0,0
0,NA1_5227069607,2268,19,30,24,110,888,79,33,75,92,235,784,2,4,1,3,2,0,1,0,1
0,NA1_5226748953,1758,126,106,268,81,60,6,234,13,222,497,4002,3,3,3,1,1,0,1,0,0
0,NA1_5226720192,1211,19,20,777,145,80,114,427,112,222,89,8208,6,0,2,0,0,0,0,0,0
0,NA1_5226675247,1637,8,106,7,81,201,19,25,238,29,497,-2210,3,3,1,3,0,1,0,1,1
0,NA1_5226650064,2177,50,80,893,51,497,777,5,799,69,24,-1698,3,3,3,3,1,1,0,1,0
0,NA1_5223869135,1748,19,107,799,800,60,895,143,777,897,78,2289,4,2,1,3,1,0,0,1,0
0,NA1_5223834524,1473,24,131,901,21,60,50,20,777,360,78,4963,2,4,2,1,0,0,1,0,0
0,NA1_5244180214,1715,98,76,777,236,267,164,122,893,81,40,-420,3,3,1,3,0,0,0,1,1
0,NA1_5244140543,2028,23,254,517,99,43,41,106,84,202,26,729,4,2,1,4,0,2,0,1,1
0,NA1_5243961471,2114,86,9,897,29,350,799,163,127,18,267,-378,1,5,4,1,0,1,0,1,1
0,NA1_5243946867,989,897,163,131,18,902,150,44,517,236,34,4758,5,1,0,1,0,0,0,0,0
0,NA1_5243515024,1859,23,163,61,81,111,6,143,157,26,526,4345,6,0,4,0,1,0,1,0,0
0,NA1_5243485552,1783,27,64,517,42,43,23,254,800,81,518,-1815,3,3,2,3,0,0,0,1,0
0,NA1_5243385093,1742,85,254,799,222,117,897,122,163,21,432,-3005,0,6,1,3,0,0,1,0,1
0,NA1_5242930046,1147,86,107,517,81,43,157,254,234,134,267,3569,3,3,3,0,0,0,0,0,0
0,NA1_5241594586,1785,86,121,112,110,43,122,254,163,15,518,64,6,0,1,4,1,0,1,0,0
0,NA1_5241569624,1579,266,254,103,81,518,14,9,517,145,526,3729,5,1,1,3,0,1,0,1,1
0,NA1_5241530107,922,240,254,4,222,117,27,141,777,81,37,6071,6,0,1,1,0,0,0,0,0
0,NA1_5241508132,1636,27,163,39,901,432,6,9,166,51,518,1354,4,2,2,1,1,0,1,0,0
0,NA1_5241043774,1347,24,113,157,69,12,79,143,126,145,111,-5156,0,6,1,2,0,0,0,1,1
0,NA1_5241018290,1989,86,163,18,222,89,164,234,126,800,235,2792,3,3,0,4,1,1,0,1,1
0,NA1_5240925088,1983,122,421,126,99,60,31,163,799,42,43,2332,3,3,1,4,0,1,0,1,1
0,NA1_5240908806,2030,2,163,799,99,43,23,80,711,110,117,-3582,3,3,1,4,1,1,0,1,1
0,NA1_5234051269,1978,126,76,950,22,78,777,163,103,96,80,491,0,6,2,2,1,0,1,0,0
0,NA1_5234031051,1012,106,163,13,81,80,86,9,61,429,526,6486,6,0,0,2,0,0,0,0,0
0,NA1_5234012775,910,106,141,55,81,43,126,254,134,21,432,4591,6,0,1,1,0,0,0,0,0
0,NA1_5233581393,1392,268,79,950,221,800,163,5,19,67,78,6555,6,0,1,2,0,0,0,0,0
0,NA1_5233507320,1168,126,163,103,360,80,24,121,7,800,78,4229,5,1,1,2,0,0,0,0,0
0,NA1_5233464572,1852,58,163,800,42,497,157,427,61,81,78,351,3,3,0,4,0,1,0,1,1
0,NA1_5233424391,1648,79,799,268,81,16,126,163,92,15,117,4655,3,3,1,3,0,0,0,1,1
0,NA1_5233390459,1551,86,254,166,30,40,114,35,42,81,267,-1065,6,0,1,3,0,0,0,1,1
0,NA1_5232602356,1530,13,254,85,110,240,82,36,166,15,497,1067,6,0,2,1,0,0,1,0,0
0,NA1_5231132929,1709,893,102,777,42,526,39,163,126,22,40,-7066,0,6,2,2,1,0,0,1,1
0,NA1_5231092390,1712,266,234,103,22,432,10,254,777,42,555,4677,3,3,2,2,1,0,1,0,0
0,NA1_5231053944,1633,114,131,163,29,117,897,887,80,523,111,2973,1,5,1,0,0,1,1,0,0
0,NA1_5231021802,1323,126,163,18,42,800,68,106,777,45,235,1290,3,3,1,1,0,0,1,0,0
0,NA1_5230985437,1765,34,254,777,42,497,86,234,61,96,117,-411,4,2,0,4,1,0,1,0,0
0,NA1_5230950015,1922,27,233,3,222,117,122,163,777,110,235,-2020,4,2,3,1,0,1,1,0,0
0,NA1_5229728050,1125,86,254,103,110,99,150,234,3,221,117,4422,4,2,0,2,0,0,0,0,0
0,NA1_5229678574,2015,81,799,893,19,497,67,131,86,221,117,5218,6,0,2,3,0,1,0,1,0
0,NA1_5229632124,1663,19,131,268,157,526,117,120,43,895,44,1333,4,2,1,3,0,0,1,0,0
0,NA1_5229606480,930,8,163,238,81,526,39,76,126,145,78,5117,6,0,0,1,0,0,0,0,0
